id,Primary Text,Guidance,isHeading,parentBinding,module,Artifact Type
2998,Replace Text,"",false,2919,2722,Information
2817,Product perspective,"This section puts the product into perspective with other related systems. If the product is to replace an existing system, the system should be described and referenced. Ancestors of the product that are no longer in use might be mentioned. If the product is ‘standalone’, it should be stated here.",true,2919,2722,Heading
3074,Replace Text,"",false,2817,2722,Information
2726,General Capabilities,"This section should describe the main capabilities and why they are needed. This section should describe the process to be supported by the software, indicating those parts of the process where it is used.",true,2919,2722,Heading
2844,Replace Text,"",false,2726,2722,Information
3078,General Constraints,"This section should describe any items that will limit the developer’s options for building the software.
This section should not be used to impose specific requirements or specific design constraints, but should state the reasons why certain requirements or constraints exist.",true,2919,2722,Heading
3076,Replace Text,"",false,3078,2722,Information
2997,User Characteristics,"",true,2919,2722,Heading
2808,Replace Text,"",false,2997,2722,Information
3015,User/Patient/Clinical Needs,"",true,2997,2722,Heading
2950,Replace Text,"",false,3015,2722,Information
3043,Intended Use,"",true,2997,2722,Heading
2900,Replace Text,"",false,3043,2722,Information
2865,Operational Environment,"This section should describe the real world the software is to operate in. This narrative description may be supported by context diagrams, to summaries external interfaces, and system block diagrams, to show how the activity fits within the larger system. The nature of the exchanges with external systems should be specified.
If a Stakeholder Requirements Specification defines a product that is a component of a parent system or project then this section should:
· outline the activities that will be supported by external systems;
· reference the Interface Control Documents that define the external interfaces with the other systems;
· describe the computer infrastructure to be used.",true,2919,2722,Heading
2857,Replace Text,"",false,2865,2722,Information
2961,User End States,"",true,2865,2722,Heading
2960,Replace Text,"",false,2961,2722,Information
2969,Operational Scenarios,"",true,2865,2722,Heading
2956,Replace Text,"",false,2969,2722,Information
3066,Assumptions and Dependencies,"This section should list the assumptions that the specific requirements are based on. Risk analysis should be used to identify assumptions that may not prove to be valid.
A constraint requirement, for example, might specify an interface with a system that does not exist. If the production of the system does not occur when expected, the Stakeholder Requirements Specification may have to change.",true,2919,2722,Heading
2767,Replace Text,"",false,3066,2722,Information
3067,Specific requirements,"Specific requirements should be described in this section, which is the core of the Stakeholder Requirements Specification. The acceptability of the software will be assessed with respect to the specific requirements.",true,"",2722,Heading
2776,Replace Text,"",false,3067,2722,Stakeholder Requirement
2909,Capability Requirements,"The organization of the capability requirements should reflect the problem, and no single structure will be suitable for all cases.",true,3067,2722,Heading
2802,Replace Text,"",false,2909,2722,Stakeholder Requirement
2962,Constraint requirements,"Constraint requirements may cover any topic that does not directly relate to the specific capabilities the stakeholders require.
Requirements that ensure the software will be fit for its purpose should be stated, for example in the following examples sections:",true,3067,2722,Heading
2806,Replace Text,"",false,2962,2722,Stakeholder Requirement
2915,Adaptability,The stakeholder must describe the needs for future adaptability of the system,true,2962,2722,Heading
3063,Replace Text,"",false,2915,2722,Stakeholder Requirement
2795,Availability,"The stakeholder must describe the consequences of losses of availability, so that the developers can fully appreciate the criticality of each function",true,2962,2722,Heading
2964,Replace Text,"",false,2795,2722,Stakeholder Requirement
2727,Portability,The stakeholder must describe the needs for portability of the system,true,2962,2722,Heading
2762,Replace Text,"",false,2727,2722,Stakeholder Requirement
2946,Security,"The stakeholder must describe the consequences of breaches of security, so that the developers can fully appreciate the criticality of each function",true,2962,2722,Heading
2982,Replace Text,"",false,2946,2722,Stakeholder Requirement
2862,Safety,The stakeholder must describe the safety needs for the system,true,2962,2722,Heading
2742,Replace Text,"",false,2862,2722,Stakeholder Requirement
2822,Standards,The stakeholder must describe the standards applicable to the system,true,2962,2722,Heading
2973,Replace Text,"",false,2822,2722,Stakeholder Requirement
2943,Interfaces,"Constraint requirements that relate to interfaces should be grouped, for example as in the following sections.
If the software is part of a larger system then any documents (e.g. ICDs) that describe the interfaces should be identified.",true,3067,2722,Heading
3031,Replace Text,"",false,2943,2722,Stakeholder Requirement
2733,Communications interfaces,"",true,2943,2722,Heading
2895,Replace Text,"",false,2733,2722,Stakeholder Requirement
3044,Hardware interfaces,"",true,2943,2722,Heading
2852,Replace Text,"",false,3044,2722,Stakeholder Requirement
3049,Software interfaces,"",true,2943,2722,Heading
2899,Replace Text,"",false,3049,2722,Stakeholder Requirement
2871,Human-computer interactions (user interfaces),"",true,2943,2722,Heading
3061,Replace Text,"",false,2871,2722,Stakeholder Requirement
3048,Performance Requirements,"",true,3067,2722,Heading
2741,Replace Text,"",false,3048,2722,Stakeholder Requirement
2891,Human Factors,"",true,3067,2722,Heading
3090,Replace Text,"",false,2891,2722,Stakeholder Requirement
2835,Validation Requirements,"",true,3067,2722,Heading
2839,Replace Text,"",false,2835,2722,Stakeholder Requirement
2791,User Acceptance Testing Requirements,"",true,2835,2722,Heading
2942,Replace Text,"",false,2791,2722,Stakeholder Requirement
2924,Documentation Requirements,"",true,3067,2722,Heading
2980,Replace Text,"",false,2924,2722,Stakeholder Requirement
2929,Voluntary/Organizational Requirements,"",true,2924,2722,Heading
2813,Replace Text,"",false,2929,2722,Stakeholder Requirement
3102,Statutory and Regulatory Requirements,"",true,2924,2722,Heading
3021,Replace Text,"",false,3102,2722,Stakeholder Requirement
2920,Introduction,"",true,"",2719,Heading
2751,FMEA Scales,"Use these scales to assign weights, in the range 0-1, in accordance with your practices for FMECA.",true,"",2719,Heading
2916,Severity Scale,"",true,2751,2719,Heading
2948,"'--------------------------------------------------------------------------------------
| Severity of Failure                                             | Weight | Risk     |
|                                                                 |        |          |
--------------------------------------------------------------------------------------
| Patient death or serious injury, irreversible                   | 1      | Extreme  |
|                                                                 |        |          |
--------------------------------------------------------------------------------------
| Product loss of function, patient clinically affected           | 0.4    | High     |
|                                                                 |        |          |
--------------------------------------------------------------------------------------
| Clinical difficulty with product, product operable at reduced   | 0.2    | Moderate |
|performance, patient is not clinically affected                  |        |          |
|                                                                 |        |          |
--------------------------------------------------------------------------------------
| User difficulty with product, inconvenience/distraction to user | 0.1    | Low      |
|                                                                 |        |          |
--------------------------------------------------------------------------------------
| Minor nuisance for customer                                     | 0.05   | Minor    |
|                                                                 |        |          |
--------------------------------------------------------------------------------------","",false,2916,2719,Information
2994,Occurrence Scale,"",true,2751,2719,Heading
2778,"'------------------------------------------------
| Probability of Occurrence | Weight | Risk     |
|                           |        |          |
------------------------------------------------
| >1 in 100 units sold      | 1      | High     |
|                           |        |          |
------------------------------------------------
| >1/1000                   | 0.4    | Moderate |
|                           |        |          |
------------------------------------------------
| >1/10,000                 | 0.2    | Low      |
|                           |        |          |
------------------------------------------------
| >1/100,000                | 0.1    | Very Low |
|                           |        |          |
------------------------------------------------
| <1/100,000                | 0.05   | Rare     |
|                           |        |          |
------------------------------------------------","",false,2994,2719,Information
2952,Probability of Detection,"",true,2751,2719,Heading
2931,"'--------------------------------------------------------------------------------------------
| Probability of Detection                                              | Weight | Risk     |
|                                                                       |        |          |
--------------------------------------------------------------------------------------------
| Used on patient and hazard is not detected by user                    | 1      | High     |
|                                                                       |        |          |
--------------------------------------------------------------------------------------------
| Used on patient and hazard is detected by user                        | 0.4    | Moderate |
|                                                                       |        |          |
--------------------------------------------------------------------------------------------
| User detects before use on patient during set up                      | 0.2    | Medium   |
|                                                                       |        |          |
--------------------------------------------------------------------------------------------
| Identified by customer prior to set up in room                        | 0.1    | Low      |
|                                                                       |        |          |
--------------------------------------------------------------------------------------------
| Detected prior to shipping product to customer by design              | 0.05   | Very Low |
|verification, pre-production, process validation, pilot production or  |        |          |
|manufacturing inspections                                              |        |          |
|                                                                       |        |          |
--------------------------------------------------------------------------------------------","",false,2952,2719,Information
3037,Risks,"Use this section to document the identified risks. Add structure to the section as appropriate. Each entry defines one risk and has attributes or links for:
- Requirements affected (by linking)
- Potential failure mode
- Effect of failure (main contents)
- Potential cause(s) / mechanism(s) of failure
- Severity
- Probability of detection if occurring
- Probability of occurrence
- Risk Priority Number (calculated using a script from severity, detection and occurrence)
- Mitigating requirements (link)
- New severity, detection, probability and RPN if mitigated

Mitigation activity should be managed in a work management tool",true,"",2719,Heading
2738,<Risk 1>,"",false,"",2719,Risk
2770,S,"",true,"",2721,Heading
3058,Any of the individuals or groups who have an interest in the system under development,"",false,2770,2721,Glossary Term
2993,Introduction,"",true,"",2718,Heading
2984,Scope,< Describe the scope of this Trade Study Report. Which system is being defined? What will and will not be considered?>,true,2993,2718,Heading
2906,<Replace text>,"",false,2984,2718,Information
2761,Applicable Documents,"<List any other documents that are applicable. In particular, the stakeholder and system requirements that must be satisfied. Include references to any other source data used in this trade study.>",true,2993,2718,Heading
2867,<Replace text>,"",false,2761,2718,Information
2876,Trade Study Data,"",true,"",2718,Heading
2941,<Key System Function #1>,<Replace the heading with the name of the key system function analyzed in this section. Describe the key system function. List or reference via traceability links the system functions that compose this key system function. Copy/Paste this section with children sections to add additional key system functions>,true,2876,2718,Heading
2730,<Replace text>,"",false,2941,2718,System Function
2849,Assessment Criteria,<The following sections capture the assessment criteria and associated weights and utility curves for the parent Key System Function. A table could be used instead of sections to capture this information>,true,2941,2718,Heading
2840,<Replace text>,"",false,2849,2718,Information
2921,<Assessment Criterion #1>,"Replace the heading with the name of the assessment criterion. Describe the criterion. Copy/paste this section and child sections to add assessment criteria as required.
Specify the relative weight for this assessment criterion in the ""Weight"" attribute. The sum of all criteria weights should be unity (1.0)
In the ""Utility curve"" attribute, describe the utility curve that will be used to convert a nominal value for each solution candidate to a normalized Measure of Effectiveness (MoE). This curve should be described in the form of points, each defined as <criterion value, utility>, where utility is in the range [0.0, 1.0]",true,2849,2718,Heading
2729,<Replace text>,"",false,2921,2718,Trade Study Assessment Criterion
3008,Solution Candidates,"",true,2941,2718,Heading
2793,Solution Candidate #1,<Replace the heading with the name of the solution candidate. Describe the solution candidate. Provide source data (i.e. nominal values for each assessment criterion) either directly in this document or by reference. Copy/paste this section as required to add additional solution candidates as required.>,true,3008,2718,Heading
3097,<Replace text>,"",false,2793,2718,Information
2786,Trade Study Results for <Key System Function #1>,Summarize the results into the table.,true,2941,2718,Heading
3023,<Replace text>,"",false,2786,2718,Information
2908,"'---------------------------------------------------------------------------------------
| Criteria     | Solution Candidate #1 | Solution Candidate #2 | Solution Candidate #n |
---------------------------------------------------------------------------------------
| Criterion #1 | Weighted MoE          | Weighted MoE          | Weighted MoE          |
---------------------------------------------------------------------------------------
| Criterion #2 | Weighted MoE          | Weighted MoE          | Weighted MoE          |
---------------------------------------------------------------------------------------
| Criterion #n | Weighted MoE          | Weighted MoE          | Weighted MoE          |
---------------------------------------------------------------------------------------
| Total        | Sum of Weighted MoEs  | Sum of Weighted MoEs  | Sum of Weighted MoEs  |
---------------------------------------------------------------------------------------

 ","",false,2786,2718,Information
3042,Conclusions for <Key System Function #1>,Summarize the findings of the trade study for this key system function,true,2941,2718,Heading
3018,<Replace text>,"",false,3042,2718,Information
3068,Trade Study Recommendations,<Summarize the results of the trade study for all key system functions and the resulting integrated solution. Identify any resulting constraints on the overall architecture.>,true,"",2718,Heading
2843,<Replace text>,"",false,3068,2718,Information
2749,Replace Text,"",false,2737,2723,System Requirement
2914,Function Description,Provide a short description of the function.,true,2737,2723,Heading
3064,Replace Text,"",false,2914,2723,System Requirement
2905,Functional Requirements,"Itemize the detailed functional requirements associated with this function. These are the software capabilities that must be present in order for the user to carry out the services, or to execute the use case. Include how the product should respond to anticipated error conditions or invalid inputs. Requirements should be concise, complete, unambiguous, verifiable, and necessary. Use “TBD” as a placeholder to indicate when necessary information is not yet available.",true,2737,2723,Heading
3011,Introduction,"",true,"",2723,Heading
3072,Overview of the Document,"",true,3011,2723,Heading
2935,Replace Text,"",false,3072,2723,Information
3059,Purpose,"Identify the product whose requirements are specified in this document, including the revision or release number. Describe the scope of the product that is covered by this SRS, particularly if this SRS describes only part of the system or a single subsystem.",true,3011,2723,Heading
3045,Replace Text,"",false,3059,2723,Information
3003,Project Scope,"Provide a short description of the system (or subsystem) being specified and its purpose, including relevant benefits, objectives, and goals. If a separate stakeholder requirements document is available, refer to it rather than duplicating its contents here.",true,3011,2723,Heading
2917,Replace Text,"",false,3003,2723,Information
2815,Document Conventions,"Describe any standards or typographical conventions that were followed when writing this SRS, such as fonts or highlighting that have special significance. For example, state whether attributes for higher-level requirements are assumed to be inherited by detailed requirements, or whether every requirement statement is to have its own set of attributes.",true,3011,2723,Heading
3030,Replace Text,"",false,2815,2723,Information
3013,"Definitions Acronyms, and Abbreviations","Ideally this information shouild be held in a central Glossary. In some cases it may be felt necessary to include it here, though we would discourage this practice and recommend information is imported from the Glossary through reporting as needed.",true,3011,2723,Heading
2987,Replace Text,"",false,3013,2723,Information
2731,References,"List any other documents or Web addresses to which this SRS refers. These may include user interface style guides, contracts, standards, system requirements specifications, use case documents, or a vision and scope document. Provide enough information so that the reader could access a copy of each reference, including title, author, version number, date, and source or location.",true,3011,2723,Heading
2936,Replace Text,"",false,2731,2723,Information
3029,General Description,"",true,"",2723,Heading
2887,Product Description,"",true,3029,2723,Heading
3016,Replace Text,"",false,2887,2723,Information
2728,Relation to Current Products,"",true,3029,2723,Heading
2934,Replace Text,"",false,2728,2723,Information
2955,Relationship to Predecessor and Successor Products,"",true,3029,2723,Heading
2938,Replace Text,"",false,2955,2723,Information
2913,Overall Description,"",true,"",2723,Heading
2830,Replace Text,"",false,2913,2723,Information
2970,Product Perspective,"Describe the context and origin of the product being specified in this specification. For example, state whether this product is a follow-on member of a product family, a replacement for certain existing systems, or a new, self-contained product. If the specification defines a component of a larger system, relate the requirements of the larger system to the functionality of this system and identify interfaces between the two. A simple diagram that shows the major components of the overall system, subsystem interconnections, and external interfaces can be helpful. Details of the external interfaces should be captured in a separate interface control document that is referenced from this specification for completeness and to simplify interactions with suppliers of interfacing systems.",true,2913,2723,Heading
2831,Replace Text,"",false,2970,2723,Information
2977,Product Features,"Summarize the major features the product contains or the significant functions that it performs or lets the user perform. Details will be provided in Section 3, so only a high level summary is needed here. Organize the functions to make them understandable to any reader of the specification. A picture of the major groups of related requirements and how they relate, such as a top level data flow diagram or a class diagram, is often effective.",true,2913,2723,Heading
2930,Replace Text,"",false,2977,2723,Information
2882,User Classes and Characteristics,"Identify the various user classes that you anticipate will use this product. User classes may be differentiated based on frequency of use, subset of product functions used, technical expertise, security or privilege levels, educational level, or experience. Describe the pertinent characteristics of each user class. Certain requirements may pertain only to certain user classes. Distinguish the favored user classes from those who are less important to satisfy. This section is not needed in all cases, for example if a subsystem has no users and is entirely internal to a larger system.",true,2913,2723,Heading
2798,Replace Text,"",false,2882,2723,Information
3014,Operating Environment,"Describe the environment in which the system will operate, including other systems with which the system must interoperate as well as environmental conditions that the system will experience.",true,2913,2723,Heading
2799,Replace Text,"",false,3014,2723,Information
2803,Design and Implementation Constraints,"Describe any items or issues that will limit the options available to the developers. These might include: corporate or regulatory policies; hardware limitations (timing requirements, memory requirements); interfaces to other applications; specific technologies, tools, and databases to be used; parallel operations; language requirements; communications protocols; security considerations; design conventions or programming standards (for example, if the system contains embedded software).",true,2913,2723,Heading
2792,Replace Text,"",false,2803,2723,Information
2870,User Documentation,"List the user documentation components (such as user manuals, on-line help, and tutorials) that will be delivered along with the software. Identify any known user documentation delivery formats or standards.",true,2913,2723,Heading
2888,Replace Text,"",false,2870,2723,Information
2976,Assumptions and Dependencies,"List any assumed factors (as opposed to known facts) that could affect the requirements stated in the SRS. These could include third-party or commercial components that you plan to use, issues around the development or operating environment, or constraints. The project could be affected if these assumptions are incorrect, are not shared, or change. Also identify any dependencies the project has on external factors, such as components that you intend to reuse from another project, unless they are already documented elsewhere (for example, in the vision and scope document or the project plan).",true,2913,2723,Heading
2763,Replace Text,"",false,2976,2723,Information
3062,Functional Requirements,"This template illustrates organizing the functional requirements for the product by system functions, the major services provided by the product. You may prefer to organize this section by use case, mode of operation, user class, object class, functional hierarchy, or combinations of these, whatever makes the most logical sense for your product.",true,"",2723,Heading
3080,Replace Text,"",false,3062,2723,System Requirement
2737,System Function 1,Don’t really say “System Function 1.” State the function name in just a few words. If appropriate use the provided headings to provide additional detail.,true,3062,2723,Heading
2796,Replace Text,"",false,2905,2723,System Requirement
3060,Operational Requirements,We have provided a typical set of sections. The structure and content of this section should be amended as necessary,true,"",2723,Heading
3022,Human Factors,"",true,3060,2723,Heading
2995,Replace Text,"",false,3022,2723,System Requirement
3035,External Operating Environment,"",true,3060,2723,Heading
3089,Replace Text,"",false,3035,2723,System Requirement
3081,Interface Requirements,"",true,3060,2723,Heading
2979,Replace Text,"",false,3081,2723,System Requirement
2848,Internal Architecture,"",true,3081,2723,Heading
2739,Replace Text,"",false,2848,2723,System Requirement
3082,Compatibility with Accessories/Auxiliary Devices,"",true,3081,2723,Heading
2740,Replace Text,"",false,3082,2723,System Requirement
2894,Compatibility with Environment of Intended Use,"",true,3081,2723,Heading
3091,Replace Text,"",false,2894,2723,System Requirement
2809,Nonfunctional Requirements,We have provided a typical set of sections. The structure and content of this section should be amended as necessary,true,"",2723,Heading
2983,Replace Text,"",false,2809,2723,System Requirement
2800,Performance Characteristics,"",true,2809,2723,Heading
2855,Replace Text,"",false,2800,2723,System Requirement
3054,Limits and Tolerances,"",true,2800,2723,Heading
3001,Replace Text,"",false,3054,2723,System Requirement
2797,Resource Requirements,"",true,2809,2723,Heading
3010,Replace Text,"",false,2797,2723,System Requirement
2807,Documentation Requirements,"",true,2809,2723,Heading
3099,Replace Text,"",false,2807,2723,System Requirement
2752,Safety Requirements,"Specify those requirements that are concerned with possible loss, damage, or harm that could result from the use of the product. Define any safeguards or actions that must be taken, as well as actions that must be prevented. Refer to any external policies or regulations that state safety issues that affect the product’s design or use. Define any safety certifications that must be satisfied.",true,2809,2723,Heading
2879,Replace Text,"",false,2752,2723,System Requirement
2910,Fluid Ingress,"",true,2752,2723,Heading
3039,Replace Text,"",false,2910,2723,System Requirement
2764,Toxicity and Biocompatibility,"",true,2752,2723,Heading
2898,Replace Text,"",false,2764,2723,System Requirement
2826,Electromagnetic Compatibility (EMC),"",true,2752,2723,Heading
3069,Replace Text,"",false,2826,2723,System Requirement
2971,Physical/Chemical Characteristics,"",true,2752,2723,Heading
3024,Replace Text,"",false,2971,2723,System Requirement
2777,Sterility,"",true,2752,2723,Heading
2933,Replace Text,"",false,2777,2723,System Requirement
2818,Security Requirements,Specify any requirements regarding security or privacy issues surrounding use of the product or protection of the data used or created by the product. Define any user identity authentication requirements. Refer to any external policies or regulations containing security issues that affect the product. Define any security or privacy certifications that must be satisfied.,true,2809,2723,Heading
2878,Replace Text,"",false,2818,2723,System Requirement
3002,Portability Requirements,"",true,2809,2723,Heading
3075,Replace Text,"",false,3002,2723,System Requirement
3028,Quality Requirements,"",true,2809,2723,Heading
3047,Replace Text,"",false,3028,2723,System Requirement
2937,Verification Requirements,"",true,2809,2723,Heading
2825,Replace Text,"",false,2937,2723,System Requirement
3055,Acceptance Testing Requirements,"",true,2937,2723,Heading
2874,Replace Text,"",false,3055,2723,System Requirement
2834,Reliability Requirements,"",true,2809,2723,Heading
2890,Replace Text,"",false,2834,2723,System Requirement
3007,Maintainability Requirements,"",true,2809,2723,Heading
2978,Replace Text,"",false,3007,2723,System Requirement
3004,Labeling/Packaging,"",true,2809,2723,Heading
2745,Replace Text,"",false,3004,2723,System Requirement
2939,Materials,"",true,2809,2723,Heading
2926,Replace Text,"",false,2939,2723,System Requirement
2757,Statutory and Regulatory Requirements,"",true,"",2723,Heading
2744,System approvals and standards,"",true,2757,2723,Heading
2885,Replace Text,"",false,2744,2723,System Requirement
2974,Introduction,"",true,"",2724,Heading
2892,Overview of the Document,"",true,2974,2724,Heading
2986,Replace Text,"",false,2892,2724,Information
2944,Purpose,"Identify the product whose requirements are specified in this document, including the revision or release number. Describe the scope of the product that is covered by this SRS, particularly if this SRS describes only part of the system or a single subsystem.",true,2974,2724,Heading
2965,Replace Text,"",false,2944,2724,Information
2829,Project Scope,"Provide a short description of the system (or subsystem) being specified and its purpose, including relevant benefits, objectives, and goals. If a separate stakeholder requirements document is available, refer to it rather than duplicating its contents here.",true,2974,2724,Heading
3006,Replace Text,"",false,2829,2724,Information
3073,Document Conventions,"Describe any standards or typographical conventions that were followed when writing this SRS, such as fonts or highlighting that have special significance. For example, state whether attributes for higher-level requirements are assumed to be inherited by detailed requirements, or whether every requirement statement is to have its own set of attributes.",true,2974,2724,Heading
3046,Replace Text,"",false,3073,2724,Information
2838,"Definitions Acronyms, and Abbreviations","Ideally this information shouild be held in a central Glossary. In some cases it may be felt necessary to include it here, though we would discourage this practice and recommend information is imported from the Glossary through reporting as needed.",true,2974,2724,Heading
3017,Replace Text,"",false,2838,2724,Information
2837,References,"List any other documents or Web addresses to which this SRS refers. These may include user interface style guides, contracts, standards, system requirements specifications, use case documents, or a vision and scope document. Provide enough information so that the reader could access a copy of each reference, including title, author, version number, date, and source or location.",true,2974,2724,Heading
2945,Replace Text,"",false,2837,2724,Information
2736,General Description,"",true,"",2724,Heading
2863,Product Description,"",true,2736,2724,Heading
3036,Replace Text,"",false,2863,2724,Information
2912,Relation to Current Products,"",true,2736,2724,Heading
2951,Replace Text,"",false,2912,2724,Information
2823,Relationship to Predecessor and Successor Products,"",true,2736,2724,Heading
2907,Replace Text,"",false,2823,2724,Information
2746,Overall Description,"",true,"",2724,Heading
2754,Replace Text,"",false,2746,2724,Information
2985,Product Perspective,"Describe the context and origin of the product being specified in this specification. For example, state whether this product is a follow-on member of a product family, a replacement for certain existing systems, or a new, self-contained product. If the specification defines a component of a larger system, relate the requirements of the larger system to the functionality of this system and identify interfaces between the two. A simple diagram that shows the major components of the overall system, subsystem interconnections, and external interfaces can be helpful. Details of the external interfaces should be captured in a separate interface control document that is referenced from this specification for completeness and to simplify interactions with suppliers of interfacing systems.",true,2746,2724,Heading
3092,Replace Text,"",false,2985,2724,Information
2904,Product Features,"Summarize the major features the product contains or the significant functions that it performs or lets the user perform. Details will be provided in Section 3, so only a high level summary is needed here. Organize the functions to make them understandable to any reader of the specification. A picture of the major groups of related requirements and how they relate, such as a top level data flow diagram or a class diagram, is often effective.",true,2746,2724,Heading
3098,Replace Text,"",false,2904,2724,Information
2768,User Classes and Characteristics,"Identify the various user classes that you anticipate will use this product. User classes may be differentiated based on frequency of use, subset of product functions used, technical expertise, security or privilege levels, educational level, or experience. Describe the pertinent characteristics of each user class. Certain requirements may pertain only to certain user classes. Distinguish the favored user classes from those who are less important to satisfy. This section is not needed in all cases, for example if a subsystem has no users and is entirely internal to a larger system.",true,2746,2724,Heading
2886,Replace Text,"",false,2768,2724,Information
2789,Operating Environment,"Describe the environment in which the system will operate, including other systems with which the system must interoperate as well as environmental conditions that the system will experience.",true,2746,2724,Heading
2911,Replace Text,"",false,2789,2724,Information
3057,Design and Implementation Constraints,"Describe any items or issues that will limit the options available to the developers. These might include: corporate or regulatory policies; hardware limitations (timing requirements, memory requirements); interfaces to other applications; specific technologies, tools, and databases to be used; parallel operations; language requirements; communications protocols; security considerations; design conventions or programming standards (for example, if the system contains embedded software).",true,2746,2724,Heading
2923,Replace Text,"",false,3057,2724,Information
2947,User Documentation,"List the user documentation components (such as user manuals, on-line help, and tutorials) that will be delivered along with the software. Identify any known user documentation delivery formats or standards.",true,2746,2724,Heading
3071,Replace Text,"",false,2947,2724,Information
2753,Assumptions and Dependencies,"List any assumed factors (as opposed to known facts) that could affect the requirements stated in the SRS. These could include third-party or commercial components that you plan to use, issues around the development or operating environment, or constraints. The project could be affected if these assumptions are incorrect, are not shared, or change. Also identify any dependencies the project has on external factors, such as components that you intend to reuse from another project, unless they are already documented elsewhere (for example, in the vision and scope document or the project plan).",true,2746,2724,Heading
2918,Replace Text,"",false,2753,2724,Information
2734,Functional Requirements,"This template illustrates organizing the functional requirements for the product by system functions, the major services provided by the product. You may prefer to organize this section by use case, mode of operation, user class, object class, functional hierarchy, or combinations of these, whatever makes the most logical sense for your product.",true,"",2724,Heading
3038,Replace Text,"",false,2734,2724,System Requirement
2772,System Function 1,Don’t really say “System Function 1.” State the function name in just a few words. If appropriate use the provided headings to provide additional detail.,true,2734,2724,Heading
2812,Replace Text,"",false,2772,2724,System Requirement
2774,Function Description,Provide a short description of the function.,true,2772,2724,Heading
2833,Replace Text,"",false,2774,2724,System Requirement
2988,Functional Requirements,"Itemize the detailed functional requirements associated with this function. These are the software capabilities that must be present in order for the user to carry out the services, or to execute the use case. Include how the product should respond to anticipated error conditions or invalid inputs. Requirements should be concise, complete, unambiguous, verifiable, and necessary. Use “TBD” as a placeholder to indicate when necessary information is not yet available.",true,2772,2724,Heading
2991,Replace Text,"",false,2988,2724,System Requirement
2967,Operational Requirements,We have provided a typical set of sections. The structure and content of this section should be amended as necessary,true,"",2724,Heading
3027,Human Factors,"",true,2967,2724,Heading
2880,Replace Text,"",false,3027,2724,System Requirement
3096,External Operating Environment,"",true,2967,2724,Heading
2990,Replace Text,"",false,3096,2724,System Requirement
2755,Interface Requirements,"",true,2967,2724,Heading
3032,Replace Text,"",false,2755,2724,System Requirement
2928,Internal Architecture,"",true,2755,2724,Heading
2866,Replace Text,"",false,2928,2724,System Requirement
2771,Compatibility with Accessories/Auxiliary Devices,"",true,2755,2724,Heading
2992,Replace Text,"",false,2771,2724,System Requirement
2819,Compatibility with Environment of Intended Use,"",true,2755,2724,Heading
3086,Replace Text,"",false,2819,2724,System Requirement
2963,Nonfunctional Requirements,We have provided a typical set of sections. The structure and content of this section should be amended as necessary,true,"",2724,Heading
2769,Replace Text,"",false,2963,2724,System Requirement
2881,Performance Characteristics,"",true,2963,2724,Heading
2972,Replace Text,"",false,2881,2724,System Requirement
2821,Limits and Tolerances,"",true,2881,2724,Heading
3041,Replace Text,"",false,2821,2724,System Requirement
2827,Resource Requirements,"",true,2963,2724,Heading
2872,Replace Text,"",false,2827,2724,System Requirement
2996,Documentation Requirements,"",true,2963,2724,Heading
2949,Replace Text,"",false,2996,2724,System Requirement
3065,Safety Requirements,"Specify those requirements that are concerned with possible loss, damage, or harm that could result from the use of the product. Define any safeguards or actions that must be taken, as well as actions that must be prevented. Refer to any external policies or regulations that state safety issues that affect the product’s design or use. Define any safety certifications that must be satisfied.",true,2963,2724,Heading
2828,Replace Text,"",false,3065,2724,System Requirement
2783,Fluid Ingress,"",true,3065,2724,Heading
3079,Replace Text,"",false,2783,2724,System Requirement
3053,Toxicity and Biocompatibility,"",true,3065,2724,Heading
2903,Replace Text,"",false,3053,2724,System Requirement
3093,Electromagnetic Compatibility (EMC),"",true,3065,2724,Heading
3085,Replace Text,"",false,3093,2724,System Requirement
3012,Physical/Chemical Characteristics,"",true,3065,2724,Heading
3070,Replace Text,"",false,3012,2724,System Requirement
2779,Sterility,"",true,3065,2724,Heading
3020,Replace Text,"",false,2779,2724,System Requirement
2787,Security Requirements,Specify any requirements regarding security or privacy issues surrounding use of the product or protection of the data used or created by the product. Define any user identity authentication requirements. Refer to any external policies or regulations containing security issues that affect the product. Define any security or privacy certifications that must be satisfied.,true,2963,2724,Heading
2940,Replace Text,"",false,2787,2724,System Requirement
2780,Portability Requirements,"",true,2963,2724,Heading
2851,Replace Text,"",false,2780,2724,System Requirement
2805,Quality Requirements,"",true,2963,2724,Heading
2875,Replace Text,"",false,2805,2724,System Requirement
2842,Verification Requirements,"",true,2963,2724,Heading
3025,Replace Text,"",false,2842,2724,System Requirement
2766,Acceptance Testing Requirements,"",true,2842,2724,Heading
2989,Replace Text,"",false,2766,2724,System Requirement
2966,Reliability Requirements,"",true,2963,2724,Heading
2850,Replace Text,"",false,2966,2724,System Requirement
2959,Maintainability Requirements,"",true,2963,2724,Heading
2856,Replace Text,"",false,2959,2724,System Requirement
2927,Labeling/Packaging,"",true,2963,2724,Heading
3087,Replace Text,"",false,2927,2724,System Requirement
2953,Materials,"",true,2963,2724,Heading
2932,Replace Text,"",false,2953,2724,System Requirement
3052,Statutory and Regulatory Requirements,"",true,"",2724,Heading
2869,System approvals and standards,"",true,3052,2724,Heading
